<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MSFT;D;231010;000000;330.96;331.1;327.67;328.39;12638559
MSFT;D;231011;000000;331.21;332.82;329.14;332.47;10836087
MSFT;D;231012;000000;330.565;333.6299;328.72;331.19;12044931
MSFT;D;231013;000000;332.38;333.83;326.36;327.69;10595389
MSFT;D;231016;000000;331.05;336.14;330.6;332.62;12676778
MSFT;D;231017;000000;329.59;333.46;327.41;331.94;10364755
MSFT;D;231018;000000;332.49;335.59;328.3;330.02;13895267
MSFT;D;231019;000000;332.15;336.88;330.91;331.29;15648114
MSFT;D;231020;000000;331.72;331.92;325.45;326.67;14296682
MSFT;D;231023;000000;325.47;332.725;324.39;329.17;12905452
MSFT;D;231024;000000;331.3;331.84;327.6;330.8;13833103
MSFT;D;231025;000000;345.02;346.2;337.62;340.67;33343504
MSFT;D;231026;000000;340.54;341.63;326.94;327.98;23461265
MSFT;D;231027;000000;330.425;336.72;328.4007;329.8289;18504145
MSFT;D;231030;000000;333.41;339.45;330.52;337.26;13870944
MSFT;D;231031;000000;338.85;339;334.69;338.14;10811918
MSFT;D;231101;000000;339.79;347.42;339.65;346.07;16183438
MSFT;D;231102;000000;347.24;348.83;344.77;348.34;13821587
MSFT;D;231103;000000;349.63;354.39;347.33;352.8;13278760
MSFT;D;231106;000000;353.45;357.54;353.35;356.625;12803700
MSFT;D;231107;000000;359.4;362.46;357.63;360.5;13892997
MSFT;D;231108;000000;361.68;363.87;360.55;363.23;12323708
MSFT;D;231109;000000;362.3;364.79;360.362;360.77;11835683
MSFT;D;231110;000000;361.49;370.1;361.07;369.52;14305305
MSFT;D;231113;000000;368.22;368.47;365.9;366.65;11663427
MSFT;D;231114;000000;371.01;371.95;367.3454;370.245;15367111
MSFT;D;231115;000000;371.28;373.13;367.11;369.67;14257731
MSFT;D;231116;000000;370.96;376.35;370.18;376.21;15761565
MSFT;D;231117;000000;373.61;374.37;367;369.79;23122792
MSFT;D;231120;000000;371.22;378.87;371;377.61;27360416
MSFT;D;231121;000000;375.67;376.2215;371.12;373.145;15143742
MSFT;D;231122;000000;378;379.7899;374.965;377.88;13714043
MSFT;D;231124;000000;377.33;377.97;375.135;377.43;6456275
MSFT;D;231127;000000;376.78;380.64;376.2;378.61;10759296
MSFT;D;231128;000000;378.35;383;378.16;382.47;11791979
MSFT;D;231129;000000;383.76;384.3;377.44;378.86;15057767
