<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
CSCO;D;231010;000000;53.96;54.09;53.65;53.86;6891843
CSCO;D;231011;000000;53.93;54.125;53.345;53.67;8159189
CSCO;D;231012;000000;54.02;54.22;53.51;53.87;7586607
CSCO;D;231013;000000;53.88;54.12;53.44;53.78;9785923
CSCO;D;231016;000000;54.07;54.585;54.0404;54.16;6991475
CSCO;D;231017;000000;53.79;53.98;53.17;53.92;10994408
CSCO;D;231018;000000;53.79;54.185;53.6;53.77;7175543
CSCO;D;231019;000000;53.76;53.93;53.2;53.3;7747603
CSCO;D;231020;000000;53.39;53.59;52.8;52.93;9873221
CSCO;D;231023;000000;52.82;52.85;52.16;52.19;9548679
CSCO;D;231024;000000;52.26;53.05;52.055;53;8278343
CSCO;D;231025;000000;53.11;53.37;52.325;52.4;9068971
CSCO;D;231026;000000;51.8735;52.13;51.32;51.37;10215375
CSCO;D;231027;000000;51.64;52.15;51.4;51.57;8020724
CSCO;D;231030;000000;51.35;51.64;51.09;51.57;8104126
CSCO;D;231031;000000;51.75;52.17;51.68;52.13;7193495
CSCO;D;231101;000000;52.04;52.28;51.8;52.17;8118515
CSCO;D;231102;000000;52.32;52.8;52.18;52.76;9414237
CSCO;D;231103;000000;53.26;53.45;52.63;52.99;8997709
CSCO;D;231106;000000;52.97;53.3;52.875;53.3;9506194
CSCO;D;231107;000000;53.34;53.44;52.97;53.13;10156427
CSCO;D;231108;000000;53.39;53.5;52.77;52.99;7156459
CSCO;D;231109;000000;52.12;52.57;51.75;52.02;11484957
CSCO;D;231110;000000;52.25;52.63;51.93;52.58;9129419
CSCO;D;231113;000000;52.48;52.6401;52.09;52.23;9664371
CSCO;D;231114;000000;52.47;53.37;52.47;53.16;11471925
CSCO;D;231115;000000;53.27;53.43;53.035;53.325;16433052
CSCO;D;231116;000000;47.41;48.06;46.2;48.03;62398325
CSCO;D;231117;000000;48.05;48.36;47.73;47.755;23997190
CSCO;D;231120;000000;47.56;48.37;47.55;48.31;17098554
CSCO;D;231121;000000;48.27;48.35;47.66;47.82;13446433
CSCO;D;231122;000000;48.08;48.35;47.945;48.085;11210490
CSCO;D;231124;000000;48.09;48.4;48.05;48.36;6542190
CSCO;D;231127;000000;48.33;48.37;47.91;47.93;11343400
CSCO;D;231128;000000;47.95;48.19;47.81;47.83;11701966
CSCO;D;231129;000000;48.11;48.44;48.03;48.07;11105054
CSCO;D;231130;000000;48.19;48.5;47.9401;48.39;14829650
CSCO;D;231201;000000;48.28;48.78;48.02;48.46;12571681
CSCO;D;231204;000000;48.06;48.18;47.78;48.02;11183025
CSCO;D;231205;000000;47.745;47.96;47.59;47.95;13221138
CSCO;D;231206;000000;48.07;48.21;47.65;47.71;11692870
CSCO;D;231207;000000;47.89;48.36;47.8;48.24;9962461
CSCO;D;231208;000000;48.28;48.59;48.21;48.38;9369270
CSCO;D;231211;000000;48.94;49.44;48.85;49.405;14524786
CSCO;D;231212;000000;49.55;49.58;49.105;49.31;11044987
CSCO;D;231213;000000;49.24;49.7;48.81;49.7;11781836
CSCO;D;231214;000000;49.959;50.0125;49.17;49.45;18266555
CSCO;D;231215;000000;49.485;49.93;49.44;49.84;16149096
CSCO;D;231218;000000;49.92;50.295;49.395;50.23;11971448
CSCO;D;231219;000000;50.345;50.46;49.835;50.18;9946154
CSCO;D;231220;000000;50.12;50.33;49.79;49.81;9561659
CSCO;D;231221;000000;49.93;49.98;49.38;49.7;10216007
CSCO;D;231222;000000;49.84;50.39;49.84;50.11;7887445
CSCO;D;231226;000000;50.11;50.4;50.05;50.29;6012695
CSCO;D;231227;000000;50.3;50.56;50.28;50.465;6536382
CSCO;D;231228;000000;50.58;50.6;50.42;50.49;5405955
CSCO;D;231229;000000;50.45;50.585;50.22;50.52;6844080
CSCO;D;240102;000000;50.49;50.86;50.25;50.52;11063018
CSCO;D;240103;000000;50.17;50.68;49.941;50.52;12517759
CSCO;D;240104;000000;50.44;50.49;49.99;50.1;10747584
CSCO;D;240105;000000;50.17;50.365;49.865;50.1;8105918
CSCO;D;240108;000000;49.75;50.5;49.69;50.45;8738697
CSCO;D;240109;000000;49.96;50.035;49.43;49.91;13656484
CSCO;D;240110;000000;50;50.32;49.82;50.25;9755853
CSCO;D;240111;000000;50.44;50.5;50.04;50.44;9942798
CSCO;D;240112;000000;50.5;50.815;50.295;50.34;12356379
CSCO;D;240116;000000;50.22;50.59;50.07;50.58;9817502
CSCO;D;240117;000000;50.37;50.37;49.91;50.27;9141896
CSCO;D;240118;000000;50.28;50.8;50.28;50.75;9324246
CSCO;D;240119;000000;50.75;51.385;50.73;51.27;12414720
CSCO;D;240122;000000;51.55;51.78;51.41;51.56;9281168
CSCO;D;240123;000000;51.39;51.82;51.3;51.7798;9738835
CSCO;D;240124;000000;52;52;51.205;51.31;11811880
CSCO;D;240125;000000;51.75;52.56;51.75;52.34;11695563
CSCO;D;240126;000000;52.42;52.62;51.99;52.14;8386519
CSCO;D;240129;000000;51.94;52.385;51.83;52.3;6828203
CSCO;D;240130;000000;52.27;52.415;51.995;52.24;7829625
CSCO;D;240131;000000;51.83;51.85;50.07;50.17;17739235
CSCO;D;240201;000000;50.23;50.46;49.82;50.17;14448157
CSCO;D;240202;000000;50.12;50.38;49.615;50.16;11864538
CSCO;D;240205;000000;49.94;50.15;49.26;49.49;12914821
CSCO;D;240206;000000;50.31;50.61;49.785;49.99;13085062
CSCO;D;240207;000000;50.28;50.3;49.46;49.769;9668756
CSCO;D;240208;000000;49.9;49.99;49.55;49.95;10738975
CSCO;D;240209;000000;49.93;50.26;49.63;50.1;14480310
CSCO;D;240212;000000;50.01;50.2;49.525;50;10261843
CSCO;D;240213;000000;49.63;49.94;49.14;49.65;14966221
CSCO;D;240214;000000;49.57;50.34;49.5518;50.255;19495796
CSCO;D;240215;000000;48.255;49.685;48.19;49.06;32561145
CSCO;D;240216;000000;48.75;49.075;48.39;48.44;17397866
CSCO;D;240220;000000;47.95;48.47;47.85;48.29;12901597
CSCO;D;240221;000000;48.425;48.52;47.9;48.505;10745294
CSCO;D;240222;000000;48.34;48.7;48.154;48.54;11992546
CSCO;D;240223;000000;48.62;49.14;48.5;48.86;7802142
CSCO;D;240226;000000;48.85;48.9;48.36;48.39;8140864
CSCO;D;240227;000000;48.15;48.45;48.02;48.33;8295678
CSCO;D;240228;000000;48.2;48.48;48.01;48.06;10374456
CSCO;D;240229;000000;48.19;48.48;48.13;48.3;8753673
CSCO;D;240301;000000;48.2;48.415;47.66;48.385;11226997
CSCO;D;240304;000000;48.37;49.465;48.225;49.12;15510422
CSCO;D;240305;000000;49.04;49.07;48.57;48.97;9908051
CSCO;D;240306;000000;48.98;49.405;48.965;49.18;9179542
CSCO;D;240307;000000;49.44;49.44;48.825;48.89;10730444
CSCO;D;240308;000000;48.87;49.78;48.86;49.51;10528237
CSCO;D;240311;000000;49.72;50.3;49.58;50.24;12260419
CSCO;D;240312;000000;50.544;50.55;49.885;50.07;9431692
CSCO;D;240313;000000;50.015;50.15;49.825;50.12;9348759
CSCO;D;240314;000000;50.27;50.345;49.6;49.82;9416339
CSCO;D;240315;000000;49.79;49.96;48.904;48.935;18084503
CSCO;D;240318;000000;49.22;49.66;48.98;49.26;9676190
CSCO;D;240319;000000;49.12;49.595;48.97;49.135;10355453
CSCO;D;240320;000000;49.04;49.58;48.94;49.55;11432361
CSCO;D;240321;000000;49.74;50.19;49.56;49.87;8756667
CSCO;D;240322;000000;50.05;50.1;49.72;49.77;8190100
CSCO;D;240325;000000;49.55;49.76;49.29;49.69;6644497
CSCO;D;240326;000000;49.55;49.81;49.48;49.565;6593365
CSCO;D;240327;000000;49.77;49.9;49.41;49.78;8723282
CSCO;D;240328;000000;49.89;50.195;49.81;49.89;8066885
CSCO;D;240401;000000;49.96;50.2;49.865;50.02;8699820
CSCO;D;240402;000000;49.96;50.08;49.145;49.365;9745263
CSCO;D;240403;000000;48.8;49.22;48.66;48.74;8732507
CSCO;D;240404;000000;49.09;49.55;48.0431;48.12;10044217
CSCO;D;240405;000000;47.96;48.67;47.95;48.52;10860382
CSCO;D;240408;000000;48.19;48.66;48.16;48.26;8260061
CSCO;D;240409;000000;48.84;50.2;48.515;50.03;17011833
CSCO;D;240410;000000;49.73;49.765;48.81;49.2;11614367
CSCO;D;240411;000000;49.32;49.59;49;49.52;8936994
CSCO;D;240412;000000;49.21;49.21;48.44;48.52;9219646
CSCO;D;240415;000000;49.72;49.78;48.2;48.24;12447813
CSCO;D;240416;000000;48.47;48.51;47.855;47.9;8772619
CSCO;D;240417;000000;48;48.28;47.7101;47.78;8392435
CSCO;D;240418;000000;48.41;48.41;47.88;48.1;8193484
CSCO;D;240419;000000;48.38;48.43;48.03;48.33;10311858
CSCO;D;240422;000000;48.49;48.59;48;48.13;9399445
CSCO;D;240423;000000;48.14;48.46;48.055;48.3;8222209
CSCO;D;240424;000000;48.05;48.38;47.92;48.33;8707277
CSCO;D;240425;000000;48.78;48.93;47.85;48.12;10624466
CSCO;D;240426;000000;47.64;48.28;47.61;47.84;8719247
CSCO;D;240429;000000;47.99;48.31;47.58;47.7799;7459296
CSCO;D;240430;000000;47.61;47.69;46.97;46.97;10854389
CSCO;D;240501;000000;46.7;47.57;46.69;46.815;9584774
CSCO;D;240502;000000;47.03;47.12;46.6;46.81;9862021
CSCO;D;240503;000000;47.1;47.4;46.84;47.13;9357131
CSCO;D;240506;000000;47.22;47.435;46.97;47.1;7335844
CSCO;D;240507;000000;47.24;47.46;47.005;47.26;8786304
CSCO;D;240508;000000;47.44;48.14;47.25;47.97;10479799
CSCO;D;240509;000000;48;48.09;47.65;47.795;7379426
CSCO;D;240510;000000;48;48.1;47.7;48.06;7951246
CSCO;D;240513;000000;48.31;48.82;48.24;48.68;9599985
CSCO;D;240514;000000;48.98;49.18;48.35;48.925;10572436
CSCO;D;240515;000000;49.17;49.72;48.73;49.69;21153265
CSCO;D;240516;000000;50.08;50.11;48.165;48.32;33066786
CSCO;D;240517;000000;48.17;48.56;48.105;48.18;12453200
CSCO;D;240520;000000;47.99;48.07;47.01;47.14;15056186
CSCO;D;240521;000000;47.12;47.15;46.61;46.94;17865144
CSCO;D;240522;000000;47.1;47.835;47.035;47.45;14200858
CSCO;D;240523;000000;47.12;47.16;46.51;46.61;10887627
CSCO;D;240524;000000;46.63;46.795;46.38;46.425;7780834
CSCO;D;240528;000000;46.152;46.885;45.98;46.265;11317016
CSCO;D;240529;000000;45.9;46.33;45.85;46.1;9731843
CSCO;D;240530;000000;46.1;46.46;46;46.135;11438211
CSCO;D;240531;000000;46.14;46.57;46.01;46.51;12627058
CSCO;D;240603;000000;46.72;46.77;46.28;46.67;11385134
CSCO;D;240604;000000;46.69;47.6;46.51;47.405;13282411
CSCO;D;240605;000000;47.52;47.58;45.64;46.02;20392919
CSCO;D;240606;000000;45.94;46.39;45.78;46.23;9988423
CSCO;D;240607;000000;45.954;46.29;45.79;45.83;10145486
CSCO;D;240610;000000;45.8;45.86;45.27;45.86;8707482
CSCO;D;240611;000000;45.65;45.93;45.36;45.77;10107218
CSCO;D;240612;000000;46.03;46.08;45.39;45.64;11301732
CSCO;D;240613;000000;45.42;45.55;45.12;45.51;9535632
CSCO;D;240614;000000;45.32;45.705;44.97;45.69;9595284
CSCO;D;240617;000000;45.4;45.71;44.95;45.7;10049300
CSCO;D;240618;000000;45.5;45.99;45.5;45.98;10368332
CSCO;D;240620;000000;45.88;46.87;45.88;46.74;16314441
CSCO;D;240621;000000;47.07;47.84;47.05;47.29;18089658
CSCO;D;240624;000000;47.49;47.78;47.015;47.28;10679050
CSCO;D;240625;000000;47.27;47.82;46.99;47.39;7886655
CSCO;D;240626;000000;47.06;47.41;46.8;46.87;7666030
CSCO;D;240627;000000;46.7999;47.51;46.79;47.45;10250667
CSCO;D;240628;000000;47.55;47.8585;47.34;47.485;7798797
CSCO;D;240701;000000;47.48;47.835;47.355;47.5;7338495
CSCO;D;240702;000000;47.43;47.79;46.96;47.3;6928219
CSCO;D;240703;000000;47.1427;47.52;47.04;47.1;4733492
CSCO;D;240705;000000;46.43;46.76;46.305;46.65;6384897
CSCO;D;240708;000000;46.35;46.78;45.95;46.05;11053202
CSCO;D;240709;000000;46;46.1;45.65;45.79;9994074
CSCO;D;240710;000000;46.06;46.29;45.83;46.269;9761351
CSCO;D;240711;000000;46.23;46.9095;46.19;46.77;11072410
CSCO;D;240712;000000;46.78;47.855;46.77;47.38;13972245
CSCO;D;240715;000000;47.41;47.485;46.785;47.42;10040543
CSCO;D;240716;000000;47.45;47.965;47.215;47.41;8863018
CSCO;D;240717;000000;47.42;48.74;47.35;48.53;16439822
CSCO;D;240718;000000;48.15;48.64;47.98;48.03;10185101
CSCO;D;240719;000000;47.97;47.98;47.14;47.29;9342817
CSCO;D;240722;000000;47.32;47.38;46.77;46.81;9585473
CSCO;D;240723;000000;46.745;46.775;46.34;46.36;9957327
CSCO;D;240724;000000;46.5;47.035;46.24;46.87;14494834
CSCO;D;240725;000000;47.37;48.185;47.06;47.24;12136992
CSCO;D;240726;000000;47.32;48.01;47.26;47.885;7980136
CSCO;D;240729;000000;47.82;48.21;47.44;48;6960200
CSCO;D;240730;000000;48.19;48.55;47.89;48.13;10315098
CSCO;D;240731;000000;48.41;48.77;48.24;48.44;9522443
CSCO;D;240801;000000;48.67;48.72;47.2;47.38;8796910
CSCO;D;240802;000000;47.63;47.73;46.35;46.65;11462802
CSCO;D;240805;000000;46.55;46.62;44.6943;44.75;16484037
CSCO;D;240806;000000;44.75;45.74;44.6794;45.13;9826485
CSCO;D;240807;000000;45.42;46.21;45.09;45.12;9502995
CSCO;D;240808;000000;45.28;46.265;45.28;45.83;8228196
CSCO;D;240809;000000;45.7;46.055;45.24;45.47;13473755
CSCO;D;240812;000000;45.53;45.715;44.5;44.855;13361436
CSCO;D;240813;000000;45;45.385;44.89;45.36;14388897
CSCO;D;240814;000000;45.14;45.74;45.04;45.43;18594106
CSCO;D;240815;000000;48.75;50.28;48.1615;48.53;32724833
CSCO;D;240816;000000;48.64;49.73;48.5;49.475;19005755
CSCO;D;240819;000000;49.33;49.99;49.31;49.98;10686708
CSCO;D;240820;000000;49.98;50.37;49.595;50.23;10217392
CSCO;D;240821;000000;50.39;50.55;50.03;50.44;7919710
CSCO;D;240822;000000;50.715;50.93;50.18;50.24;8624092
CSCO;D;240823;000000;50.51;50.77;50.32;50.72;6615810
CSCO;D;240826;000000;50.79;51.015;50.7242;50.81;6540823
CSCO;D;240827;000000;50.67;50.84;50.4;50.725;5832680
CSCO;D;240828;000000;50.45;50.57;49.41;49.83;8360327
CSCO;D;240829;000000;49.97;50.82;49.88;50.395;9216063
CSCO;D;240830;000000;50.55;50.685;50.07;50.53;6118472
CSCO;D;240903;000000;50.31;50.5;49.9;50.07;7655955
CSCO;D;240904;000000;49.82;50.04;49.58;49.71;7559881
CSCO;D;240905;000000;49.5;49.645;48.935;49.14;7873357
